,Artist,Description,venue,Date,price,videos
151,The Tillers,"THE TILLERS: Hot Cincinnati 4-piece, The Tillers have been thumping their own distinctive style of stringband-driven folk for a decade. Four studio albums and one live record have won them praise as modern folk heroes on both sides of the Atlantic. Exhilarating and rowdy, they count many of their peers as fans. Iris Dement, for instance, says: “I could listen to them all night long!”
Wearing many different hats, the material ranges across everything from traditional folk, Appalachian old-time, bluegrass and the crustier side of honky tonk and they always rock the house and leave audiences screaming for more.“Fiery, socially-conscious bluegrass-folk” – No Depression
“Up front leading the charge in old-school stringband revival” – Folk Radio UK. ",GREEN NOTE,Thu 7th November 8:30pm,£ 12.50,"['https://www.youtube.com/embed/_xXoPzlrJiM?feature=oembed', 'https://www.youtube.com/embed/iPh7nOmbQK4?feature=oembed', 'https://www.youtube.com/embed/_xXoPzlrJiM?feature=oembed', 'https://www.youtube.com/embed/iPh7nOmbQK4?feature=oembed', 'https://www.youtube.com/embed/_xXoPzlrJiM?feature=oembed', 'https://www.youtube.com/embed/iPh7nOmbQK4?feature=oembed', 'https://www.youtube.com/embed/_xXoPzlrJiM?feature=oembed', 'https://www.youtube.com/embed/iPh7nOmbQK4?feature=oembed']"
152,The Schmoozenbergs,"THE SCHMOOZENBERGS: Conjuring up the mood of 1930s Paris, fused with flavours of Eastern Europe and the energy of a campfire jam session, The Schmoozenbergs’ uplifting music will put a smile on your face and a spring in your step. With roots in Gypsy Jazz, and influences beyond, they bring you both original compositions (new album ‘Awaken’ released in June 2019), and imaginative interpretations of classic Gypsy swing tunes. Irresistible rhythms, evocative melodies and playful improvisation come together to create a lively and heart-warming sound.Based in Bristol, The Schmoozenbergs formed in 2012, and have played a wide range of shows, including festivals (Glastonbury, Boomtown, Shambala, Green Man), dance events and national venue tours.",GREEN NOTE,Fri 8th November 8:30pm,£ 10.00,"['https://www.youtube.com/embed/Sylb9OGTBCc', 'https://www.youtube.com/embed/oOqi9HjcwLM', 'https://www.youtube.com/embed/Sylb9OGTBCc', 'https://www.youtube.com/embed/oOqi9HjcwLM', 'https://www.youtube.com/embed/Sylb9OGTBCc', 'https://www.youtube.com/embed/oOqi9HjcwLM', 'https://www.youtube.com/embed/Sylb9OGTBCc', 'https://www.youtube.com/embed/oOqi9HjcwLM']"
153,Arcelia + Yvonne Lyon – (Special matinee show),"Soulful folk from the valleys of Kent…ARCELIA (pronounced Ah-KELL-ia – meaning ‘treasure chest’ in old Spanish) are songwriter Gavin Alexander (co-wrote the theme tune to Studio Ghibli’s Emmy award winning TV series, Ronja the Robber’s Daughter), voice artist Teresa Gallagher (Octonauts, Thunderbirds, Thomas & Friends) and Flying Picket Simon Foster. Together they create an exquisite sound which has been likened to Crosby Stills & Nash, America, Paul Simon and Squeeze (they regularly perform and tour with Chris Difford). They have also been in demand as a support act for the likes of Scott Matthews, Oysterband, Coope Boyes and Simpson, Michele Stodart and Maddy Prior and recently played on the Leonard Cohen tribute concert for the BBC Contains Strong Language Festival in Hull curated by Kathryn Williams.“Wonderfully warm harmonies” – MOJO Magazine“With this kind of talent on display expectations are high, and they are resoundingly met on each track.” – R’n’R Magazine“Songwriting and singing of the very highest order..” 9/10 Americana“Trailblazing a new genre” – Classic Rock SocietyHow Now Records will release the 5 track EP “ Pick Up the Pieces” on 12th July 2019 from soulful folk trio Arcelia.—YVONNE LYON“Just stunning music” Bob Harris, BBC Radio 2 “Gorgeous voice” Q Magazine“A fine voice… a fine album and one that is refreshingly positive” The Telegraph",GREEN NOTE,Sat 9th November 2:30pm,£ 12.00,"['https://www.youtube.com/embed/Z0nvPYU5_dA', 'https://www.youtube.com/embed/Z0nvPYU5_dA', 'https://www.youtube.com/embed/Z0nvPYU5_dA', 'https://www.youtube.com/embed/Z0nvPYU5_dA', 'https://www.youtube.com/embed/Z0nvPYU5_dA', 'https://www.youtube.com/embed/Z0nvPYU5_dA', 'https://www.youtube.com/embed/Z0nvPYU5_dA', 'https://www.youtube.com/embed/Z0nvPYU5_dA', 'https://www.youtube.com/embed/Z0nvPYU5_dA', 'https://www.youtube.com/embed/Z0nvPYU5_dA', 'https://www.youtube.com/embed/Z0nvPYU5_dA', 'https://www.youtube.com/embed/Z0nvPYU5_dA', 'https://www.youtube.com/embed/Z0nvPYU5_dA']"
154,Wizz Jones,The support act on this show will be ALFIE JONES – Wizz’s grandson.,GREEN NOTE,Sun 10th November 8:30pm,£ 15.00,"['https://www.youtube.com/embed/O55oZzQpgno', 'https://www.youtube.com/embed/O55oZzQpgno', 'https://www.youtube.com/embed/O55oZzQpgno', 'https://www.youtube.com/embed/O55oZzQpgno']"
155,Harri Endersby,"Presented by… HARRI ENDERSBY: Growing up in County Durham and its thriving folk scene, Harri Endersby’s music has been heavily influenced by the region’s crowd of prestigious folk singers and musicians, her lyrics being firmly rooted in the pastoral and the world of story-telling. Her new album ‘Homes/Lives’ presents a transition in style, beginning with acoustic, stripped-back tracks whilst gradually introducing electronic instrumentation and beats as the album progresses. This interweaving of genres has been inspired by Harri’s love of Icelandic electro-folk and the likes of Ásgeir and Samaris‘Acoustic and electronic, human and machine are all intertwined to make a whole that is bewitching and definitely within the tradition of fine genre straddling music […] there is definitely an otherworldly quality to the best of this album.’ – Northern Sky Magazine",GREEN NOTE,Mon 11th November 8:30pm,£ 11.00,"['https://www.youtube.com/embed/DyL-HI5egI8', 'https://www.youtube.com/embed/DyL-HI5egI8', 'https://www.youtube.com/embed/DyL-HI5egI8']"
156,Son of Town Hall – Album Launch,"“Sensational!” – John Platt, WFUV
“Nothing short of stunning” – Lisa Schwartz, Director Philadelphia Folk Festival
“Unique and beautiful…unforgettable.” – Phil Collins (Austin, TX) 
“Purposely timeless yet anachronistic, a sort of aural steampunk”
Santa Fe New MexicanImagine if Simon and Garfunkel were lost at sea, salt on their skin, wind in their beards, and whiskey in their bottles. With only the endless sky above, the wine-dark waters below, and one brush with death after another, what songs would they sing whilst stomping on the boards of their boat like melodious madmen?Welcome to the mythic world of SON OF TOWN HALL, the unusual union of Ben Parker of London, England, and David Berkeley of Santa Fe, New Mexico. Parker, a highly sought-after London-based songwriter/producer/multi-instrumentalist, and Berkeley, a celebrated singer/songwriter/guitarist/author create a world that transcends time and space, complete with shabby Victorian-era outfits, meditations about the sea, and songs that beg you to sing along. It will leave you transformed, with your heart full of laughter and tears, drunk on adventure and the tragic beauty of the human condition.Despite the incongruous pairing, Parker and Berkeley sing together with an angelic blend, a harmony so sublime you will think it the work of witchcraft. It’s why they are in such high demand, selling out rooms around the world, performing at the Philadelphia Folk Festival, The Lyons Folks Festival, The Dusseldorf Festival, The Dranouter Festival, The Medicine Hat Festival and many more.The critically acclaimed duo has just completed its debut full-length album, an astonishing collection of songs featuring Sara Watkins on fiddle, members of Beck and De La Soul’s horn section, a string section from Atlanta, GA, and a German choir. Releasing this November, the album was mixed by Grammy-nominated Darren Heelis (Avett Brothers, Sam Smith, Rag n Bone Man). The packaging alone warrants notice, featuring an original India-ink portrait of the pair by D.C. Lamothe and a reprint of a wonderful article written at the turn of the century about the two, describing their checkered pasts and their rise to musical glory.Son of Town Hall’s performances aren’t quite like any other. The show is three-parts concert, one-part theater. The songs stand alone, profoundly poetic turn of phrases sung with voices so perfectly matched it is nearly impossible to tell them apart, and accompanied by intricately finger picked parts played on old Gibson. But the presentation sets them apart from every other guitar-slinging songwriting team out there. Parker and Berkeley are disarmingly charismatic, and despite the deadpan delivery, their between song repartee is absolutely hilarious. The affection they feel for each other is contagious, and audiences leave in love with both of them and perhaps more in love with life in general.",THE WATER RATS,Tue 12th November 8:00pm,£ 14.00,[]
157,Jack Rutter – Album Launch,"Gold of Scar & Shale, the second solo album from traditional folk singer and multi-instrumentalist JACK RUTTER will be available CD/DL from October 4th 2019.Produced by Joe Rusby and recorded as live, the new album continues the stripped back approach of its critically acclaimed predecessor, Jack’s debut solo outing Hills. The songs on Gold of Scar & Shale are unearthed gems from the folk canon – almost all of them rare and many previously unrecorded – gathered from old song books and source singers as Jack uncovered material for this major new release of traditional song.Jack’s soaring vocal takes centre stage on the album, delivering each traditional tale in a fresh and current way; his masterful playing and arrangements providing the perfect accompaniment. Jack contributes guitar, bouzouki, duet concertina and harmonium to the album with featured guest musicians Sam Sweeney on fiddle, Alice Robinson on Northumbrian pipes and Sam Fisher on flugelhorn.There is a strong sense of place on the new record too; over half of the songs have a connection to Jack’s native Yorkshire. The album title itself Gold of Scar & Shale comes from a line in one such track ‘The Hills of Longdendale’, with words written by ‘The Moorland Poet’ Ammon Wrigley (1861-1946). Jack says “to me Ammon Wrigley is describing the rough and bleak parts of the moorland with this line, the scar and the shale that is always nevertheless gold to him. I love this line and realised that for me it’s also a great metaphor for traditional songs; rough, stark and honest things that contain such riches. I found then that I’d stumbled upon the perfect title for this album, or at least one that I really loved anyhow.”Jack grew up in the Holme Valley area of West Yorkshire, a place steeped in a wealth of traditional song, and following a BSc degree in Countryside Management at Newcastle University has forged a highly successful career playing music across the UK and Europe. In addition to his acclaimed solo work, Jack has become a highly sought after collaborator for a host of the biggest names in folk music such as Seth Lakeman, Sam Sweeney and Jackie Oates as well as performing in the celebrated instrumental trio Moore Moss Rutter.The release of his forthcoming album however is set to confirm his place as a solo artist, singer and performer of traditional songs first and foremost. By shining a light on these original sources and singers, with Gold of Scar & Shale Jack has crafted a collection very much his own.",GREEN NOTE,Tue 12th November 8:30pm,£ 12.00,"['https://www.youtube.com/embed/ECE_RJIBzGw', 'https://www.youtube.com/embed/ECE_RJIBzGw', 'https://www.youtube.com/embed/ECE_RJIBzGw', 'https://www.youtube.com/embed/ECE_RJIBzGw', 'https://www.youtube.com/embed/ECE_RJIBzGw', 'https://www.youtube.com/embed/ECE_RJIBzGw', 'https://www.youtube.com/embed/ECE_RJIBzGw']"
158,Kim Richey,"KIM RICHEY: “[Kim Richey] would rule the charts in a land where Marshall Crenshaw was king, Aimee Mann queen, and the The Beatles never put out another record after Revolver.” Steve Horowitz, popmatters.com
“Richey entices you with sad and unembellished music that reveals an original spirit ‐ and then she ensnares you for keeps by making you consider all the noiseless sensations that no songs can ever contain.” Timothy White, Billboard MagazineEdgeland, her latest release, moves roots singer/subtle excavator of the human condition Kim Richey through the topography of the life lived by a woman committed to following her music. Flinching over hurting another, knowing the ways of the road, seeking higher ground and accepting the fact everyone’s truth isn’t a white picket fence, she continues defying labels as she defines the thinking person’s life.“Right now, my stuff is all in storage,” she says of her state of constant motion. “I’ve lived in a lot of different places – different countries even. It’s a little overwhelming, keeping track of stuff, but it’s been an amazing trip because music has taken me places I never dreamed.“I’m the same way with writing. Even when I’ve finished a record, or am in the middle of recording, I’m writing. Writing songs is what I do; it’s how I connect with the world.”That sense of motion infuses Edgeland with immediacy. From the Buck Owens/Don Rich opening notes of “Red Line,” the dusky blond sweeps listeners up in her whirl. If “Red Line” is a missed train and a moment of immersion in the station, “The Get Together” shimmers with a Laurel Canyon lushness and ease in the awkward (that evokes J.D. Souther’s post-romantic midtempos) and “Can’t Seem To Let You Go” owns the ‘60s Merseybeat pop luxury of the Seekers or Dusty Springfield in Memphis. Demonstrating a facility for slipping in and out of oeuvres and emotions, this – in many ways — culminates her passage through music.Kim Richey is a traveller, after all. Musically, physically, emotionally. Not merely restless or rootless, it’s who she is. Willing to follow where the music leads, she’s landed in Los Angeles, Nashville, London, working with a who’s who of producers – Richard Bennett, Hugh Padgham, Bill Bottrell, Angelo, Giles Martin. She’s attracted a coterie of top-shelf genre-definers — Jason Isbell, Trisha Yearwood, Chuck Prophet, My Morning Jacket’s Carl Broemel, Wilco’s Pat Sansone – for her critically-lauded projects. She has also sung on records for Ryan Adams, Shawn Colvin, Isbell, and Rodney Crowell.Part of what draws them to the dusky honey of her crystalline alto is the way she writes: to and from the soul, never flinching from the conflicts and crushing moments, yet always finding dignity and resilience. Her arc of the human heart is true. True enough that over the years, Richey’s been both Grammy nominated. Nominated for Yearwood’s truculently groove-country “Baby, I Lied,” she also co-wrote Radney Foster’s #1 “Nobody Wins.”“Harlan Howard said – and maybe I’ve taken it too much to heart, ‘It’s always more believable if you sing it in the first person.’ And when I sit down to write, if it’s something I’m going to sing, I want it to be what I want it to be. I don’t really settle, which may make me a little hard to write with. But I have to be able to stand up and sing it night after night, and I can’t if I don’t really believe it.”Those standards made Glimmer one of TIME’s Top Records of 1999 and Rise named People’s Best Alt-Country Record of 2002. Even when singing from the point of view of a guy working on a barge going up and down the Ohio River in “Dear John,” her aim is true. As she says of the man refusing to read the letter that ends his romance, “because if I don’t read your letter, then it’s not over. Sometimes these songs are specific and personal, but it’s also true in ways that reflect so many other people’s experience, too.”Sometimes Richey channels profound truths. Sometimes she embraces breezy freedom. “Leavin’ Song,” a rambler’s shuffle, is more about tasting the world than exiting a bad situation. As its chorus offers, “This ain’t no leaving song, you ain’t done nothing wrong” over an electric banjo and Resonator guitar, Richey finds the sweet spot in exulting for just being alive.Once again, Richey has drawn a multitude of collaborators who rival her own singular voice. Veteran journeymen artist/writers Chuck Prophet, Maendo Sanz, Mike Henderson (Steeldrivers), Bill Deasy (the Gathering Field), Pat McLaughlin (John Prine) and Al Anderson (NRBQ), plus Aussies Jenny Queen and Harry Hokey co-sign on these musical polaroids from the going, the leaving, and the pausing.“I’ll be doing an interview, and people will say, ‘You co-write a lot…’,” she marvels, “like it’s a bad thing. But it’s inspiring to me, and takes me in other directions, to other places. The people I write with are funny, and smart, and a blast to hang out with, but they’re also really good writers in their own right. Nobody’s pandering or chasing ‘a hit,’ we’re all just trying to get to the best possible song.”Whether growing up, owning and relinquishing high times in the sleek “Chase Wild Horses,” echoed in the ether-lite, percussive folk “High Time,” then jettisoned on the smoky acceptance of her own flawed inability to be in a romance on the Western-tinged on “I Tried,” the woman from Ohio makes our natural selves both exotic and homey.Richey enlisted producer Brad Jones, known for Over the Rhine, Josh Rouse, Butterfly Boucher, Hayes Carll and Marshall Crenshaw, in crafting an adult album that evokes and provokes musically. “I wasn’t sure at first if we’d be a good combo because he has such strong opinions, and I do, too. But it was (laughter) the easiest record I’ve ever made. He has really different ideas, and it’s nice to have somebody push you in a direction you might not have gone – and have them respect your opinion, too. I really loved working with Brad.””With three different tracking bands, Edgeland is a who’s who of Nashville’s roots players: beyond co-writers, steel player Dan Dugmore, drummer Jerry Roe, multi-instrumentalist Sansone, guitarist/various stringed thing players Doug Lancio and Dan Cohen, string arranger Chris Carmichael and Robin Hitchcock all contribute to the bewitchery.“So many of these guys produce and make records on their own,” she marvels. “I’m open to collaboration, too. These songs wouldn’t sound the way they do without these players.”The noir-slink of “Pin A Rose,” a cautionary told-you-so tale of domestic abuse’s repeat cycles, the neo-madrigal “Not for Money or Love,” inspired by the father Richey lost at 2, and the Mellotron-tinged austerity of “Black Trees,” finished after a few years gestation during a residency at the Banff Centre for the Arts Colony and expanded to consider a refugee’s fortunes, all seek and explore. Here melody reinforces words, feelings, even interpersonal dynamics. Simplicity – as executed – breaks complicated things into evocative clouds that seep into the listeners unconscious.“It’s a lot easier to say something in a song than in a conversation,” allows the easy-going grown-up. “And it’s not all about me, but the people in the songs. Even the stuff you leave out says something, so you’re creating on so many layers. And sometimes I don’t know where it comes from, just some other place.”Listening to “Whistle On Occasion,” the Everly-esque closer duet with Prophet, Richey owns one’s place in the world. Here, there, going or gone, that’s all anyone can ask.SUPPORT FROM AUBURN: Auburn has been captivating audiences around the world with their unique blend of Americana, blues and roots music. Fronted by female vocalist Liz Lenten, who’s voice has been described as “so sweet it’ll make your hair curl” and “husky, with an emotional frailty,” who “isn’t afraid to show her full range of vocal tones or emotions.”
With varied influences from Bonnie Raitt, Billie Holiday, Amy Winehouse to Kate Bush, Liz’s songs grab you melodically and tell stories of life’s ups and downs. She has toured extensively including supporting artists Sophie Ellis Bextor, Jefferson Starship, Live Dead 69, Martin Carthy & Dave Swarbrick and many more. Liz, a very UN-typical English rose, (she describes herself as “a mongrel – descending from several places in Eastern Europe”) now lives in the Wolds of Lincolnshire, where she spends her time writing, performing and running music groups for young people living in rural isolation and other
challenging circumstances, as well as managing other artists including Eliza Carthy and Shane MacGowan. She was nominated for an “English Heritage Inspiration Award in 2012,” for her work bringing singing and music to the community.
The new album was mainly written in the last few months of 2018, in a flurry of outpouring! As always with Liz Lenten’s prolific song writing themes cover the usual range of reflections of emotions and situations – focusing this album on Trust, in all sorts of relationships and situations. Says Liz, “Its been a couple of crazy years for me, with huge personal life changes – which lead to me losing my voice completely at one point, all of which left me struggling to trust my own judgement and learning to live on faith and hope – which is essentially all we have to go on when things get out of control.”
As with Auburn’s previous releases, the band’s new album was recorded once again in Nashville. Says Liz, “Nashville is one of the most wonderful cities on earth to me – buzzing with music and creativity. My fantastic multi-award-winning producer, Thomm Jutz, (Nanci Griffith, Mary Gauthier, Bill Anderson, Otis Gibbs, Mac Wiseman,), totally brings my ideas to life, is there, so I would go wherever he was! And the musicians are amazing – all so incredibly talented and sensitive – and just lovely people
to be around.”",GREEN NOTE,Wed 13th November 8:30pm,£ 12.50,"['https://www.youtube.com/embed/CtUrNuJhqQM', 'https://www.youtube.com/embed/CtUrNuJhqQM', 'https://www.youtube.com/embed/CtUrNuJhqQM', 'https://www.youtube.com/embed/CtUrNuJhqQM', 'https://www.youtube.com/embed/CtUrNuJhqQM', 'https://www.youtube.com/embed/CtUrNuJhqQM', 'https://www.youtube.com/embed/CtUrNuJhqQM', 'https://www.youtube.com/embed/CtUrNuJhqQM', 'https://www.youtube.com/embed/CtUrNuJhqQM', 'https://www.youtube.com/embed/CtUrNuJhqQM', 'https://www.youtube.com/embed/CtUrNuJhqQM', 'https://www.youtube.com/embed/CtUrNuJhqQM', 'https://www.youtube.com/embed/CtUrNuJhqQM', 'https://www.youtube.com/embed/CtUrNuJhqQM', 'https://www.youtube.com/embed/CtUrNuJhqQM', 'https://www.youtube.com/embed/CtUrNuJhqQM', 'https://www.youtube.com/embed/CtUrNuJhqQM', 'https://www.youtube.com/embed/CtUrNuJhqQM', 'https://www.youtube.com/embed/CtUrNuJhqQM', 'https://www.youtube.com/embed/CtUrNuJhqQM', 'https://www.youtube.com/embed/CtUrNuJhqQM']"
159,Michele & Romeo Stodart present…,"Following the resounding success of their residency at Green Note over the past three years, Mercury Prize nominees THE MAGIC NUMBERS‘ brother and sister Romeo and Michele Stodart, return to host another series of dates, featuring special guests and friends that they’ve played with over the years…The evening will feature performances from the hosts themselves, who sometimes find themselves collaborating with their guests, injecting a spontaneous energy to the stage.The night’s line up is always kept like a naughty little secret until the doors are opened. Last year featured some incredible songwriters, musicians and performers such as Kathryn Williams, McAlmont & Butler, Sam Amidon, Ren Harvieu, Emily Barker, Luke Haines, David Kitt, Josh Kumra, David Ford, Polly Paulusma, Penelope Isles, The Goat Roper Rodeo Band and many many more!There’s nothing quite like this absolute Love In of a night… it usually sells out in advance, so we recommend buying your tickets NOW!For more information about The Magic Numbers and their latest album release click here.  ——————————————————————————",GREEN NOTE,Thu 12th September 8:30pm,£ 12.00,"['https://www.youtube.com/embed/RlYEPiqwJfU', 'https://www.youtube.com/embed/Wf_KIXuJhgk', 'https://www.youtube.com/embed/RlYEPiqwJfU', 'https://www.youtube.com/embed/Wf_KIXuJhgk', 'https://www.youtube.com/embed/RlYEPiqwJfU', 'https://www.youtube.com/embed/Wf_KIXuJhgk', 'https://www.youtube.com/embed/RlYEPiqwJfU', 'https://www.youtube.com/embed/Wf_KIXuJhgk', 'https://www.youtube.com/embed/RlYEPiqwJfU', 'https://www.youtube.com/embed/Wf_KIXuJhgk', 'https://www.youtube.com/embed/RlYEPiqwJfU', 'https://www.youtube.com/embed/Wf_KIXuJhgk', 'https://www.youtube.com/embed/RlYEPiqwJfU', 'https://www.youtube.com/embed/Wf_KIXuJhgk', 'https://www.youtube.com/embed/RlYEPiqwJfU', 'https://www.youtube.com/embed/Wf_KIXuJhgk']"
160,Lady Nade,"LADY NADE: Lady Nade celebrates her new album ‘Safe Place’ with cards dealt from the decks of soul, jazz blues, roots and folk-pop, this Bristolian Singer-Songwriter fills your heart with words and melodies likened to a rich fusion of musical greats, bearing velvet tones of Joan Armarading and Nina Simone adding a heady, folk-jazz splash of John Martyn thrown in. Her tender soulful voice will make you feel as if she’s an old friend. You’ll find yourself transported to places you have never been to, and you will feel nostalgic for times you have never had.Her performances are like a reunion. Share a room with her, and she’ll give you her story. All of it. The joys and sorrows. You will love her for it, and she will love you back.  ",GREEN NOTE,Fri 15th November 8:30pm,£ 10.00,"['https://www.youtube.com/embed/8LFUhzzW9Qs?feature=oembed', 'https://www.youtube.com/embed/YzntX-z12hc?feature=oembed', 'https://www.youtube.com/embed/8LFUhzzW9Qs?feature=oembed', 'https://www.youtube.com/embed/YzntX-z12hc?feature=oembed', 'https://www.youtube.com/embed/8LFUhzzW9Qs?feature=oembed', 'https://www.youtube.com/embed/YzntX-z12hc?feature=oembed', 'https://www.youtube.com/embed/8LFUhzzW9Qs?feature=oembed', 'https://www.youtube.com/embed/YzntX-z12hc?feature=oembed']"
161,The Rhythm Swing Quintet,"The Rhythm Swing Quintet aim to take you through a journey of the sizzling sounds of swing, playing jazz standards, Latin rhythms and some original material – all under the umbrella of “gypsy jazz”.  They bring their own interpretation of the gypsy swing “manouche” style taking inspiration from the great jazz guitarist Django Reinhardt and his Quintet of The Hot Club of France.Dani Gallini – vocals
Dan Camalich – violin
Richard Kolendo – guitar
Peter Bakaja – double bass
Tamas Teszary – percussion   ",THE BASEMENT BAR,Sat 16th November 8:00pm,£ 10.00,"['https://www.youtube.com/embed/vN2VrdK3QAk?feature=oembed', 'https://www.youtube.com/embed/rAuedKHDNRc?feature=oembed', 'https://www.youtube.com/embed/vN2VrdK3QAk?feature=oembed', 'https://www.youtube.com/embed/rAuedKHDNRc?feature=oembed', 'https://www.youtube.com/embed/vN2VrdK3QAk?feature=oembed', 'https://www.youtube.com/embed/rAuedKHDNRc?feature=oembed', 'https://www.youtube.com/embed/vN2VrdK3QAk?feature=oembed', 'https://www.youtube.com/embed/rAuedKHDNRc?feature=oembed', 'https://www.youtube.com/embed/vN2VrdK3QAk?feature=oembed', 'https://www.youtube.com/embed/rAuedKHDNRc?feature=oembed']"
162,Big Mama’s Door,"BIG MAMA’S DOOR: Regulars on the London blues scene, and fronted by the ballsy vocals of Fiona McElroy, Big Mama’s Door play an eclectic mix of swinging blues from the 20s-50s.“The audience was wowed by the sheer personality of Fiona as a performer, the artistry of the guitarist and the musical excellence of the rest of the band.” Blues in Britain“The crowd had no choice but to enjoy things enormously…” Blues in London“Excellent band…her smoky/laid-back voice does the risqué blues-with-soul stuff with a vengeance.” Blues in the South",THE BASEMENT BAR,Sat 24th August 8:00pm,£ 10.00,"['https://www.youtube.com/embed/im1YBACMPQM', 'https://www.youtube.com/embed/cGY_pMH769A', 'https://www.youtube.com/embed/im1YBACMPQM', 'https://www.youtube.com/embed/cGY_pMH769A', 'https://www.youtube.com/embed/im1YBACMPQM', 'https://www.youtube.com/embed/cGY_pMH769A', 'https://www.youtube.com/embed/im1YBACMPQM', 'https://www.youtube.com/embed/cGY_pMH769A', 'https://www.youtube.com/embed/im1YBACMPQM', 'https://www.youtube.com/embed/cGY_pMH769A', 'https://www.youtube.com/embed/im1YBACMPQM', 'https://www.youtube.com/embed/cGY_pMH769A']"
163,Joel Rafael + Jude Johnstone,"Having released his new record Rose Avenue this year, Joel Rafael has been writing and performing since 1974. His ten album discography includes a two disc Woody Guthrie collection with five Guthrie/Rafael co-writes, and as a solo performer and with his band he has opened shows and shared stages with Arlo Guthrie, Bonnie Raitt, Crosby, Stills & Nash, Dar Williams, Emmylou Harris, Jackson Browne, Joan Baez, John Lee Hooker, John Trudell, Kris Kristofferson, Laura Nyro, Odetta, Ramblin’ Jack Elliot, and Taj Mahal.American singer-songwriter Jude Johnstone has had her songs covered by Johnny Cash, Emmylou Harris, Bonnie Raitt, Bette Midler, Johnny Cash, Stevie Nicks, Trisha Yearwood and others. Johnstone wrote the #1 song “The Woman Before Me” on Yearwood’s debut CD and wrote the title track for Johnny Cash’s American II: Unchained, which won the Country Album of the Year Grammy in 1997. She has released seven solo records and currently resides in Nashville.   ",THE BASEMENT BAR,Sun 17th November 8:00pm,£ 12.00,"['https://www.youtube.com/embed/8O4iHPoyxUY?feature=oembed', 'https://www.youtube.com/embed/6AlvSRsQJj0?feature=oembed', 'https://www.youtube.com/embed/QQjt2kHey3I?feature=oembed', 'https://www.youtube.com/embed/8O4iHPoyxUY?feature=oembed', 'https://www.youtube.com/embed/6AlvSRsQJj0?feature=oembed', 'https://www.youtube.com/embed/QQjt2kHey3I?feature=oembed', 'https://www.youtube.com/embed/8O4iHPoyxUY?feature=oembed', 'https://www.youtube.com/embed/6AlvSRsQJj0?feature=oembed', 'https://www.youtube.com/embed/QQjt2kHey3I?feature=oembed', 'https://www.youtube.com/embed/8O4iHPoyxUY?feature=oembed', 'https://www.youtube.com/embed/6AlvSRsQJj0?feature=oembed', 'https://www.youtube.com/embed/QQjt2kHey3I?feature=oembed', 'https://www.youtube.com/embed/8O4iHPoyxUY?feature=oembed', 'https://www.youtube.com/embed/6AlvSRsQJj0?feature=oembed', 'https://www.youtube.com/embed/QQjt2kHey3I?feature=oembed']"
164,Stories to Tell Trio: Pete Churchill + Ben Barritt + Immy Churchill,"PETE CHURCHILL has been working as a composer, pianist, singer and teacher for over two decades. Originally trained in Canada he has been based in England since 1985. After almost twenty years teaching at the Guildhall School of Music, Pete is now Professor of Jazz Composition at the Royal Academy of Music in London as well as Head of Jazz Voice at the Royal Conservatoire in Brussels.As an educator and choral director, Pete is very much in demand abroad – teaching regularly in Europe, Australia and the Far East (Hong Kong, Malaysia and Singapore).Nearer to home Pete is recognised as being at the forefront of Jazz education in the U.K. – receiving the Parliamentary Award for Services to Jazz Education in 2007 and nominated once again in 2012. He has also established a national reputation for his work with Primary schools choirs all over the country.Much of Pete’s time now is taken up with directing his own choir ‘The London Vocal Project’ working with Bobby McFerrin, Kenny Wheeler and Norma Winstone MBE – including a recent landmark recording of Kenny’s poetry settings, ‘Mirrors’. Their latest collaboration was with the legendary Jon Hendricks, giving the premiere performance of his lyricisation of the Miles Davis/Gil Evans masterpiece “Miles Ahead’ in New York. Pete is renowned as a world class accompanist, working for fifteen years with the great Mark Murphy and, more recently, Sheila Jordan. As a singer, Pete was also a member of both Kenny Wheeler’s and Abdullah Ibrahim’s Vocal projects whilst working for many years as the  conductor of the Kenny Wheeler Big Band, culminating in the 80thbirthday tour and the subsequent album, ‘The Long Waiting’ BEN BARRITT relocated to Berlin after years carving out a living in London as a session musician to focus on creating original music and this decision has proved to be a fruitful one.His CV is as diverse as it is impressive: He’s played every London stage from the Water Rats to the Albert Hall, serenaded princesses on Richard Branson’s private island, played packed arenas dressed as Brian May, sung BVs for Bobby McFerrin in the Barbican and for Damon Albarn on a Greenpeace boat in the middle of the Thames. He’s scraped the rent playing hundreds of loud, dirty club gigs across the UK whilst recording Kenny Wheeler’s ‘Mirrors’ album with The London Vocal Project. He’s jammed Meters tunes with Mike Kiwanuka and Joss Stone, played New Orleans banjo in Henley on Thames, performed far and wide from Kitzbühel to Dubai, Antigua to Barrow-in-Furness.Making his escape from London’s unforgiving economy touring Europe as sideman with EMI artist and fellow Berlin resident Jim Kroft, he’s been travelling back to work with a community of like-minded musicians from the Jazz and Soul scenes.            Following an initial EP – ‘Sundial’ – Ben recorded the first of his critically acclaimed albums, ‘What would you like to leave behind?’. His latest and much anticipated follow updates album, ‘Everybody’s Welcome’ has just been released on Musszo Records.“Straight off the back of two successful albums, Ben Cox, whose debut album ‘This Waiting Game’ was listed in the Telegraph’s Top Jazz Albums 2014, brings together a new band to celebrate the music of Grammy award winning American singer songwriter James Taylor.”",GREEN NOTE,Sun 17th November 8:30pm,£ 15.00,[]
